gen	Best_Fitness	Mean_Fitness	Mean_Fitness_Elite
0	0.1049	0.1028	0.1041
1	0.1057	0.1033	0.1045
2	0.1060	0.1037	0.1048
3	0.1070	0.1042	0.1055
4	0.1075	0.1046	0.1062
5	0.1107	0.1052	0.1075
6	0.1115	0.1057	0.1086
7	0.1138	0.1061	0.1098
8	1.0515	0.1092	0.1304
9	1.0515	0.1139	0.1805
10	1.0519	0.1242	0.2761
11	1.0519	0.1543	0.5850
12	1.0519	0.1673	0.7185
13	1.0527	0.2441	1.0512
14	1.0527	0.3234	1.0514
15	1.0529	0.3428	1.0515
16	1.0532	0.4157	1.0517
17	1.0532	0.4684	1.0518
18	1.0532	0.5272	1.0519
19	1.0532	0.5723	1.0520
20	1.0532	0.6401	1.0521
21	1.0534	0.6799	1.0523
22	1.0535	0.6836	1.0524
23	1.0535	0.7176	1.0526
24	1.0535	0.7180	1.0527
25	1.0545	0.6749	1.0528
26	1.0545	0.6748	1.0529
27	1.0545	0.6981	1.0530
28	1.0545	0.7226	1.0532
29	1.0560	0.7514	1.0534
30	1.0560	0.7215	1.0536
31	1.0560	0.7460	1.0537
32	1.0560	0.7444	1.0538
33	1.0560	0.6956	1.0540
34	1.0560	0.7293	1.0542
35	1.0560	0.6984	1.0542
36	1.0569	0.6917	1.0544
37	1.0569	0.6971	1.0546
38	1.0570	0.7213	1.0547
39	1.0570	0.6881	1.0549
40	1.0570	0.6887	1.0552
41	1.0570	0.6647	1.0553
42	1.0570	0.6903	1.0555
43	1.0574	0.6879	1.0557
44	1.0578	0.7048	1.0560
45	1.0578	0.6879	1.0561
46	1.0578	0.7355	1.0563
47	1.0578	0.6963	1.0563
48	1.0578	0.6794	1.0564
49	1.0578	0.6807	1.0565
50	1.0578	0.6647	1.0566
51	1.0578	0.6543	1.0568
52	1.0578	0.6437	1.0568
53	1.0578	0.6655	1.0569
54	1.0578	0.6942	1.0570
55	1.0578	0.7045	1.0571
56	1.0579	0.6987	1.0571
57	1.0579	0.7231	1.0572
58	1.0579	0.7492	1.0573
59	1.0579	0.7492	1.0573
60	1.0579	0.7767	1.0573
61	1.0579	0.7184	1.0574
62	1.0579	0.6869	1.0574
63	1.0579	0.6882	1.0575
64	1.0579	0.7213	1.0575
65	1.0579	0.6783	1.0575
