gen	Best_Fitness	Mean_Fitness	Mean_Fitness_Elite
0	2.0057	2.0028	2.0045
1	2.0065	2.0034	2.0050
2	2.0081	2.0040	2.0059
3	2.0115	2.0046	2.0071
4	2.0171	2.0054	2.0087
5	2.0171	2.0028	2.0103
6	2.0239	1.9839	2.0127
7	2.0239	1.9502	2.0143
8	2.0239	1.9520	2.0160
9	2.0255	1.8827	2.0176
10	2.0345	1.9084	2.0197
11	2.0345	1.8983	2.0209
12	2.0345	1.8838	2.0218
13	2.0345	1.8678	2.0228
14	2.0345	1.8928	2.0238
15	2.0345	1.9136	2.0246
16	2.0410	1.9176	2.0264
17	2.0410	1.9169	2.0274
18	2.0410	1.8805	2.0278
19	2.0474	1.8932	2.0290
20	2.0474	1.9025	2.0302
21	2.0474	1.9217	2.0313
22	2.0486	1.9085	2.0326
23	2.0486	1.9113	2.0342
24	2.0486	1.9188	2.0354
25	2.0486	1.9281	2.0367
26	2.0486	1.9319	2.0375
27	2.0486	1.9200	2.0380
28	2.0486	1.9323	2.0383
29	2.0514	1.9510	2.0396
30	2.0562	1.9533	2.0405
31	2.0562	1.9557	2.0418
32	2.0596	1.9310	2.0427
33	2.0596	1.9380	2.0436
34	2.0596	1.9627	2.0445
35	2.0596	1.9446	2.0458
36	2.0635	1.9828	2.0479
37	2.0635	1.9697	2.0492
38	2.0635	1.9692	2.0510
39	2.0635	1.9935	2.0517
40	2.0635	2.0066	2.0547
41	2.0670	1.9984	2.0563
42	2.0689	1.9916	2.0577
43	2.0689	2.0081	2.0585
44	2.0689	1.9833	2.0597
45	2.0689	2.0220	2.0604
46	2.0689	1.9892	2.0611
47	2.0689	2.0049	2.0622
48	2.0689	2.0132	2.0628
49	2.0704	1.9961	2.0633
50	2.0704	2.0074	2.0639
51	2.0704	2.0215	2.0643
52	2.0719	2.0246	2.0654
53	2.0725	2.0139	2.0660
54	2.0725	2.0234	2.0668
55	2.0725	2.0184	2.0673
56	2.0741	2.0169	2.0682
57	2.0741	2.0196	2.0687
58	2.0741	2.0153	2.0691
59	2.0758	2.0029	2.0698
60	2.0765	2.0221	2.0704
61	2.0765	1.9998	2.0709
62	2.0765	2.0174	2.0713
63	2.0765	2.0168	2.0714
64	2.0765	2.0253	2.0718
65	2.0765	2.0186	2.0721
66	2.0765	2.0249	2.0722
67	2.0765	2.0248	2.0724
68	2.0765	2.0137	2.0725
69	2.0765	2.0212	2.0726
70	2.0765	2.0244	2.0726
71	2.0765	2.0115	2.0727
72	2.0765	2.0197	2.0727
73	2.0765	2.0190	2.0727
74	2.0765	2.0225	2.0728
75	2.0765	2.0239	2.0728
76	2.0765	2.0096	2.0728
77	2.0765	1.9947	2.0728
78	2.0765	1.9733	2.0729
79	2.0765	1.9889	2.0729
80	2.0765	1.9584	2.0729
81	2.0765	1.9970	2.0730
82	2.0765	2.0001	2.0730
83	2.0765	1.9886	2.0732
84	2.0765	1.9907	2.0732
85	2.0765	2.0000	2.0733
86	2.0765	2.0010	2.0733
87	2.0765	2.0091	2.0734
88	2.0765	2.0047	2.0735
89	2.0765	2.0165	2.0735
90	2.0765	2.0121	2.0736
91	2.0787	2.0063	2.0737
92	2.0787	2.0011	2.0737
93	2.0787	1.9944	2.0737
94	2.0787	1.9921	2.0738
95	2.0787	1.9820	2.0739
96	2.0787	1.9662	2.0739
97	2.0787	1.9682	2.0739
98	2.0787	1.9909	2.0740
99	2.0787	2.0001	2.0740
100	2.0787	2.0147	2.0740
101	2.0787	2.0064	2.0741
102	2.0787	2.0006	2.0741
103	2.0787	2.0171	2.0741
104	2.0787	2.0078	2.0742
105	2.0787	2.0009	2.0742
106	2.0787	2.0200	2.0742
107	2.0787	2.0098	2.0742
108	2.0787	1.9976	2.0742
109	2.0787	1.9758	2.0742
110	2.0787	1.9815	2.0742
111	2.0787	2.0024	2.0742
112	2.0787	1.9966	2.0743
113	2.0787	2.0076	2.0743
114	2.0787	2.0123	2.0743
115	2.0787	2.0060	2.0744
116	2.0787	2.0075	2.0744
117	2.0787	2.0147	2.0745
118	2.0787	2.0108	2.0745
119	2.0787	2.0189	2.0745
120	2.0787	2.0061	2.0745
121	2.0787	2.0048	2.0746
122	2.0787	2.0098	2.0746
123	2.0787	2.0081	2.0746
124	2.0787	1.9975	2.0746
125	2.0787	1.9960	2.0747
126	2.0787	1.9686	2.0747
127	2.0787	1.9751	2.0747
128	2.0787	1.9792	2.0749
129	2.0787	1.9920	2.0751
130	2.0787	1.9890	2.0752
131	2.0787	2.0109	2.0754
132	2.0787	2.0028	2.0053
133	2.0787	1.9978	2.0062
134	2.0787	1.9956	2.0080
135	2.0787	1.9755	2.0099
136	2.0787	1.9293	2.0112
137	2.0787	1.8505	2.0133
138	2.0787	1.7898	2.0148
139	2.0787	1.8123	2.0165
140	2.0787	1.8421	2.0188
141	2.0787	1.8603	2.0213
142	2.0787	1.8776	2.0245
