gen	Best_Fitness	Mean_Fitness	Mean_Fitness_Elite
0	3.2177	3.0161	3.1377
1	3.2597	3.0582	3.1753
2	3.3048	3.0911	3.2195
3	3.3232	3.1197	3.2434
4	3.3754	3.1551	3.2695
5	3.3758	3.1774	3.2990
6	3.3997	3.2046	3.3270
7	3.4103	3.2167	3.3522
8	3.4174	3.2359	3.3706
9	3.4292	3.2503	3.3876
10	3.4387	3.2639	3.4018
11	3.4397	3.2783	3.4128
12	3.4563	3.2812	3.4202
13	3.4563	3.2948	3.4252
14	3.4563	3.2975	3.4306
15	3.4563	3.3045	3.4355
16	3.4615	3.3219	3.4404
17	3.4615	3.3309	3.4449
18	3.4615	3.3147	3.4479
19	3.4706	3.3297	3.4522
20	3.4706	3.3222	3.4555
21	3.4706	3.3253	3.4582
22	3.4706	3.3156	3.4605
23	3.4847	3.3340	3.4642
24	3.4847	3.3418	3.4669
25	3.4847	3.3294	3.4687
26	3.4847	3.3471	3.4721
27	3.4868	3.3668	3.4755
28	3.4868	3.3671	3.4786
29	3.4903	3.3350	3.4810
30	3.4984	3.3344	3.4832
31	3.4984	3.3135	3.4862
32	3.4984	3.3193	3.4884
33	3.4984	3.3467	3.4899
34	3.4984	3.3360	3.4911
35	3.4986	3.3401	3.4920
36	3.4986	3.3319	3.4931
37	3.4996	3.3333	3.4951
38	3.4996	3.3375	3.4957
39	3.4996	3.3495	3.4964
40	3.5001	3.3235	3.4974
41	3.5001	3.3210	3.4976
42	3.5001	3.3443	3.4982
43	3.5007	3.3496	3.4988
44	3.5019	3.3554	3.4993
45	3.5025	3.3259	3.4997
46	3.5025	3.3095	3.4999
47	3.5025	3.3090	3.5002
48	3.5025	3.3377	3.5005
49	3.5036	3.3368	3.5008
50	3.5036	3.3258	3.5009
51	3.5036	3.3415	3.5013
52	3.5036	3.3348	3.5015
53	3.5051	3.3198	3.5019
54	3.5054	3.3340	3.5023
55	3.5054	3.3371	3.5025
56	3.5054	3.3281	3.5027
57	3.5054	3.3069	3.5029
58	3.5057	3.3123	3.5032
59	3.5097	3.3246	3.5038
60	3.5097	3.3232	3.5044
61	3.5097	3.3263	3.5051
62	3.5097	3.3358	3.5057
63	3.5097	3.3286	3.5060
64	3.5097	3.3230	3.5064
65	3.5097	3.3253	3.5064
66	3.5097	3.3119	3.5067
67	3.5097	3.3097	3.5069
68	3.5097	3.3218	3.5070
69	3.5097	3.2904	3.5071
70	3.5097	3.3112	3.5072
71	3.5097	3.2875	3.5074
72	3.5097	3.2816	3.5074
73	3.5097	3.2649	3.5074
74	3.5097	3.2844	3.5074
75	3.5097	3.0377	3.5074
76	3.5114	3.1280	3.5075
77	3.5114	3.1752	3.5075
78	3.5114	3.2122	3.5076
79	3.5114	3.2110	3.5077
80	3.5114	3.2422	3.5078
81	3.5114	3.2425	3.5079
82	3.5114	3.2550	3.5079
83	3.5114	3.2683	3.5080
84	3.5114	3.2613	3.5081
85	3.5114	3.2723	3.5082
86	3.5114	3.2754	3.5082
87	3.5114	3.2910	3.5082
88	3.5114	3.2942	3.5082
89	3.5114	3.2821	3.5083
90	3.5114	3.2734	3.5083
91	3.5114	3.2895	3.5083
92	3.5114	3.0430	3.5083
93	3.5114	3.1129	3.5083
94	3.5114	3.1667	3.5083
95	3.5114	3.2029	3.5083
96	3.5114	3.2288	3.5083
97	3.5114	3.2300	3.5083
98	3.5114	3.2638	3.5083
99	3.5114	3.2690	3.5083
100	3.5114	3.2972	3.5083
101	3.5114	3.2868	3.5083
102	3.5114	3.2735	3.5083
103	3.5114	3.2823	3.5083
104	3.5114	3.2651	3.5083
105	3.5114	3.2791	3.5083
106	3.5114	3.2822	3.5083
107	3.5114	3.0407	3.5046
108	3.5114	3.1166	3.5083
109	3.5114	3.1682	3.5083
110	3.5114	3.2035	3.5083
111	3.5114	3.2331	3.5083
112	3.5114	3.2415	3.5083
113	3.5114	3.2654	3.5083
114	3.5114	3.2604	3.5083
115	3.5114	3.2752	3.5083
116	3.5114	3.2961	3.5083
117	3.5114	2.9887	3.1816
118	3.5114	3.0526	3.2502
119	3.5114	3.1146	3.3116
120	3.5114	3.1532	3.3470
121	3.5114	3.1765	3.3871
122	3.5114	3.1759	3.3933
123	3.5114	3.1920	3.4114
124	3.5114	3.2175	3.4185
125	3.5114	3.2269	3.4279
126	3.5114	3.2319	3.4462
127	3.5114	3.2310	3.4566
