gen	Best_Fitness	Mean_Fitness	Mean_Fitness_Elite
0	2.6086	2.5072	2.5632
1	2.6354	2.5291	2.5840
2	2.6802	2.5409	2.6117
3	2.6827	2.5616	2.6295
4	2.6827	2.5737	2.6454
5	2.6827	2.5826	2.6545
6	2.6916	2.5960	2.6670
7	2.6920	2.6043	2.6758
8	2.6971	2.6140	2.6839
9	2.6982	2.6180	2.6885
10	2.7020	2.6208	2.6919
11	2.7021	2.6253	2.6932
12	2.7033	2.6277	2.6951
13	2.7033	2.6296	2.6962
14	2.7063	2.6258	2.6975
15	2.7095	2.6272	2.6994
16	2.7150	2.6308	2.7005
17	2.7150	2.6320	2.7012
18	2.7150	2.6310	2.7029
19	2.7150	2.6226	2.7041
20	2.7150	2.6235	2.7050
21	2.7150	2.6289	2.7070
22	2.7189	2.6320	2.7093
23	2.7189	2.6276	2.7105
24	2.7189	2.6361	2.7117
25	2.7189	2.6277	2.7126
26	2.7194	2.6317	2.7137
27	2.7194	2.6353	2.7149
28	2.7194	2.6346	2.7157
29	2.7227	2.6372	2.7167
30	2.7228	2.6476	2.7179
31	2.7253	2.6479	2.7195
32	2.7255	2.6539	2.7212
33	2.7255	2.6538	2.7217
34	2.7255	2.6486	2.7232
35	2.7280	2.6512	2.7243
36	2.7286	2.6597	2.7251
37	2.7286	2.6571	2.7256
38	2.7286	2.6588	2.7262
39	2.7286	2.6579	2.7266
40	2.7290	2.6511	2.7269
41	2.7290	2.6522	2.7273
42	2.7308	2.6485	2.7277
43	2.7308	2.6482	2.7280
44	2.7308	2.6459	2.7281
45	2.7323	2.6492	2.7283
46	2.7327	2.6559	2.7286
47	2.7327	2.6464	2.7289
48	2.7327	2.6540	2.7290
49	2.7327	2.6584	2.7293
50	2.7327	2.6577	2.7297
51	2.7333	2.6531	2.7300
52	2.7333	2.6555	2.7304
53	2.7333	2.6603	2.7306
54	2.7333	2.6620	2.7309
55	2.7333	2.6715	2.7312
56	2.7333	2.6644	2.7313
57	2.7333	2.6573	2.7315
58	2.7337	2.6526	2.7316
59	2.7337	2.6603	2.7318
60	2.7337	2.6744	2.7320
61	2.7342	2.6678	2.7322
62	2.7342	2.6769	2.7325
63	2.7342	2.6722	2.7325
64	2.7395	2.6686	2.7328
65	2.7395	2.6634	2.7331
66	2.7401	2.6640	2.7335
67	2.7401	2.6795	2.7340
68	2.7401	2.6752	2.7344
69	2.7408	2.6788	2.7346
70	2.7408	2.6668	2.7352
71	2.7408	2.6650	2.7354
72	2.7408	2.6590	2.7358
73	2.7408	2.6537	2.7363
74	2.7411	2.6666	2.7370
75	2.7411	2.6600	2.7380
76	2.7465	2.6727	2.7389
77	2.7465	2.6753	2.7402
78	2.7465	2.6638	2.7405
79	2.7471	2.6608	2.7419
80	2.7471	2.6634	2.7427
81	2.7471	2.6673	2.7436
82	2.7471	2.6597	2.7442
83	2.7472	2.6630	2.7448
84	2.7494	2.6656	2.7455
85	2.7517	2.6575	2.7461
86	2.7586	2.6593	2.7473
87	2.7586	2.6715	2.7486
88	2.7586	2.6579	2.7502
89	2.7603	2.6609	2.7522
90	2.7627	2.6799	2.7565
91	2.7627	2.6831	2.7584
92	2.7627	2.6767	2.7589
93	2.7627	2.6757	2.7596
94	2.7635	2.6672	2.7605
95	2.7635	2.6701	2.7613
96	2.7644	2.6774	2.7619
97	2.7653	2.6813	2.7627
98	2.7658	2.6770	2.7635
99	2.7660	2.6842	2.7639
100	2.7667	2.6840	2.7647
101	2.7675	2.6938	2.7654
102	2.7675	2.6905	2.7660
103	2.7675	2.6872	2.7664
104	2.7737	2.6880	2.7668
105	2.7737	2.6870	2.7671
106	2.7737	2.6658	2.7675
107	2.7737	2.6738	2.7677
108	2.7737	2.6744	2.7683
109	2.7737	2.6728	2.7691
110	2.7737	2.6793	2.7702
111	2.7742	2.6898	2.7717
112	2.7742	2.6904	2.7722
113	2.7748	2.7020	2.7727
114	2.7748	2.6950	2.7730
115	2.7750	2.7011	2.7734
116	2.7759	2.6859	2.7737
117	2.7759	2.6889	2.7739
118	2.7759	2.6767	2.7741
119	2.7759	2.6799	2.7742
120	2.7759	2.6689	2.7742
121	2.7759	2.6758	2.7743
122	2.7759	2.6770	2.7744
123	2.7766	2.6761	2.7747
124	2.7766	2.6840	2.7750
125	2.7774	2.6765	2.7752
126	2.7774	2.6798	2.7756
127	2.7774	2.6830	2.7758
128	2.7777	2.6958	2.7762
129	2.7777	2.6937	2.7763
130	2.7777	2.6961	2.7764
131	2.7777	2.6832	2.7764
132	2.7777	2.6842	2.7765
133	2.7777	2.6843	2.7766
134	2.7777	2.6825	2.7766
135	2.7777	2.6852	2.7767
136	2.7777	2.6756	2.7767
137	2.7777	2.6828	2.7768
138	2.7794	2.6812	2.7769
139	2.7794	2.6836	2.7770
140	2.7794	2.6735	2.7771
141	2.7795	2.6792	2.7772
142	2.7798	2.6741	2.7773
143	2.7798	2.6724	2.7776
144	2.7798	2.6818	2.7780
145	2.7798	2.6786	2.7781
146	2.7798	2.6754	2.7782
147	2.7798	2.6703	2.7783
148	2.7798	2.6747	2.7783
149	2.7798	2.6611	2.7783
150	2.7798	2.6547	2.7783
151	2.7798	2.6687	2.7784
152	2.7798	2.6714	2.7784
153	2.7798	2.6687	2.7784
154	2.7798	2.6669	2.7785
155	2.7798	2.6753	2.7785
156	2.7798	2.6729	2.7785
157	2.7798	2.6691	2.7785
158	2.7798	2.5262	2.7785
159	2.7798	2.5649	2.7785
160	2.7798	2.5932	2.7785
161	2.7798	2.6039	2.7785
162	2.7798	2.6058	2.7785
163	2.7798	2.6219	2.7785
164	2.7798	2.6397	2.7786
165	2.7798	2.6412	2.7786
166	2.7798	2.6506	2.7786
167	2.7798	2.6523	2.7786
168	2.7798	2.6494	2.7786
169	2.7798	2.6563	2.7786
170	2.7798	2.6535	2.7787
171	2.7798	2.6455	2.7787
172	2.7798	2.6506	2.7787
173	2.7799	2.5235	2.7758
174	2.7799	2.5665	2.7787
175	2.7799	2.5944	2.7787
176	2.7799	2.6170	2.7787
177	2.7799	2.6243	2.7787
178	2.7799	2.6353	2.7787
179	2.7799	2.6391	2.7788
180	2.7800	2.6418	2.7788
181	2.7800	2.6434	2.7788
182	2.7800	2.6438	2.7789
183	2.7800	2.6519	2.7789
184	2.7800	2.6480	2.7789
185	2.7800	2.6527	2.7789
186	2.7800	2.6520	2.7790
187	2.7800	2.6480	2.7790
188	2.7800	2.6523	2.7790
189	2.7800	2.6546	2.7790
190	2.7800	2.6643	2.7790
191	2.7800	2.6643	2.7790
192	2.7800	2.6501	2.7790
193	2.7801	2.6559	2.7790
194	2.7801	2.6579	2.7791
195	2.7801	2.6711	2.7791
196	2.7801	2.6642	2.7791
197	2.7801	2.6571	2.7791
198	2.7801	2.6549	2.7791
199	2.7801	2.6459	2.7791
