gen	Best_Fitness	Mean_Fitness	Mean_Fitness_Elite
0	0.1064	0.1028	0.1046
1	0.1064	0.1033	0.1053
2	0.1067	0.1039	0.1057
3	0.1100	0.1046	0.1067
4	0.1144	0.1053	0.1082
5	0.1153	0.1061	0.1101
6	0.1166	0.1067	0.1117
7	0.1550	0.1075	0.1147
8	1.0520	0.1111	0.1363
9	1.0522	0.1169	0.1955
10	1.0522	0.1333	0.3477
11	1.0522	0.1722	0.7162
12	1.0523	0.2475	1.0514
13	1.0524	0.3591	1.0517
14	1.0535	0.4978	1.0520
15	1.0535	0.5891	1.0522
16	1.0535	0.7016	1.0523
17	1.0540	0.7197	1.0525
18	1.0540	0.7040	1.0526
19	1.0547	0.7389	1.0527
20	1.0547	0.7905	1.0529
21	1.0556	0.7719	1.0532
22	1.0556	0.7505	1.0533
23	1.0564	0.7548	1.0536
24	1.0564	0.7489	1.0537
25	1.0564	0.7638	1.0538
26	1.0564	0.7358	1.0539
27	1.0564	0.7744	1.0540
28	1.0564	0.7542	1.0542
29	1.0564	0.7883	1.0543
30	1.0564	0.7533	1.0543
31	1.0564	0.7966	1.0544
32	1.0568	0.7385	1.0547
33	1.0568	0.7387	1.0548
34	1.0568	0.7983	1.0549
35	1.0568	0.7525	1.0551
36	1.0568	0.7730	1.0552
37	1.0568	0.7303	1.0553
38	1.0568	0.7284	1.0554
39	1.0573	0.7454	1.0556
40	1.0573	0.7601	1.0557
41	1.0582	0.7582	1.0559
42	1.0582	0.7282	1.0561
43	1.0582	0.7264	1.0562
44	1.0582	0.7027	1.0563
45	1.0582	0.7191	1.0564
46	1.0582	0.7810	1.0565
47	1.0582	0.7346	1.0566
48	1.0582	0.7325	1.0567
49	1.0582	0.7573	1.0567
50	1.0582	0.7355	1.0568
51	1.0592	0.7174	1.0571
52	1.0592	0.7296	1.0571
53	1.0592	0.7353	1.0571
54	1.0592	0.7339	1.0572
55	1.0592	0.7300	1.0574
56	1.0595	0.7458	1.0575
