gen	Best_Fitness	Mean_Fitness	Mean_Fitness_Elite
0	2.0071	2.0029	2.0040
1	2.0071	2.0033	2.0044
2	2.0071	2.0039	2.0049
3	2.0138	2.0044	2.0058
4	2.0138	2.0032	2.0066
5	2.0138	1.9843	2.0076
6	2.0138	1.9830	2.0091
7	2.0153	1.9644	2.0105
8	2.0172	1.9199	2.0119
9	2.0175	1.9007	2.0132
10	2.0266	1.9140	2.0144
11	2.0277	1.8855	2.0160
12	2.0277	1.8432	2.0176
13	2.0389	1.8151	2.0194
14	2.0476	1.8482	2.0214
15	2.0496	1.8492	2.0232
16	2.0496	1.8713	2.0253
17	2.0496	1.8706	2.0271
18	2.0496	1.8424	2.0283
19	2.0496	1.8312	2.0294
20	2.0496	1.8551	2.0306
21	2.0496	1.8394	2.0329
22	2.0496	1.8461	2.0336
23	2.0496	1.8674	2.0347
24	2.0496	1.8918	2.0357
25	2.0496	1.8539	2.0366
26	2.0527	1.8682	2.0379
27	2.0527	1.8655	2.0387
28	2.0527	1.8517	2.0398
29	2.0527	1.8766	2.0406
30	2.0569	1.8670	2.0416
31	2.0596	1.8697	2.0426
32	2.0596	1.8692	2.0441
33	2.0690	1.8815	2.0457
34	2.0690	1.8866	2.0465
35	2.0699	1.8541	2.0481
36	2.0699	1.8628	2.0497
37	2.0723	1.8886	2.0516
38	2.0723	1.8795	2.0530
39	2.0753	1.9014	2.0545
40	2.0753	1.9121	2.0558
41	2.0753	1.8935	2.0575
42	2.0753	1.9254	2.0586
43	2.0753	1.9252	2.0601
44	2.0753	1.8990	2.0616
45	2.0773	1.9105	2.0629
46	2.0773	1.9329	2.0634
47	2.0773	1.9157	2.0640
48	2.0773	1.9251	2.0647
49	2.0773	1.9190	2.0652
50	2.0773	1.9032	2.0660
51	2.0773	1.9303	2.0668
52	2.0773	1.9627	2.0671
53	2.0773	1.9272	2.0676
54	2.0773	1.9490	2.0681
55	2.0773	1.9466	2.0687
56	2.0798	1.9587	2.0694
57	2.0798	1.9832	2.0700
58	2.0798	1.9635	2.0706
59	2.0798	1.9706	2.0709
60	2.0798	1.9695	2.0712
61	2.0798	1.9832	2.0715
62	2.0798	1.9824	2.0716
63	2.0798	1.9663	2.0719
64	2.0798	1.9688	2.0721
65	2.0798	1.9931	2.0725
66	2.0798	1.9728	2.0725
67	2.0798	1.9835	2.0726
68	2.0798	1.9717	2.0729
69	2.0798	1.9829	2.0730
70	2.0798	1.9723	2.0731
71	2.0798	1.9927	2.0732
72	2.0798	2.0033	2.0393
73	2.0798	1.9885	2.0474
74	2.0798	1.9912	2.0534
75	2.0798	1.9599	2.0614
76	2.0798	1.9845	2.0690
77	2.0798	1.9582	2.0730
78	2.0798	1.9375	2.0739
79	2.0798	1.9792	2.0743
80	2.0798	1.9719	2.0745
81	2.0798	1.9919	2.0747
82	2.0798	1.9941	2.0749
83	2.0798	2.0001	2.0751
84	2.0798	1.9773	2.0752
85	2.0798	2.0029	2.0752
86	2.0798	1.9723	2.0753
87	2.0798	2.0100	2.0401
88	2.0798	1.9957	2.0462
89	2.0798	1.9799	2.0542
90	2.0798	1.9469	2.0608
91	2.0798	1.9623	2.0695
92	2.0798	1.9734	2.0748
93	2.0798	1.9775	2.0752
94	2.0798	1.9807	2.0755
95	2.0798	1.9833	2.0756
96	2.0798	1.9594	2.0756
97	2.0798	1.9995	2.0043
98	2.0798	2.0032	2.0050
99	2.0798	1.9970	2.0059
100	2.0798	1.9799	2.0075
101	2.0798	1.9386	2.0091
102	2.0798	1.8963	2.0105
103	2.0798	1.8353	2.0117
104	2.0798	1.7885	2.0128
105	2.0798	1.7494	2.0143
106	2.0798	1.7570	2.0158
107	2.0798	1.7678	2.0173
