gen	Best_Fitness	Mean_Fitness	Mean_Fitness_Elite
0	1.0976	0.5957	1.0767
1	1.1005	0.7351	1.0816
2	1.1061	0.8229	1.0861
3	1.1061	0.8606	1.0893
4	1.1061	0.9024	1.0921
5	1.1061	0.9259	1.0944
6	1.1061	0.9473	1.0964
7	1.1061	0.9462	1.0979
8	1.1061	0.9525	1.0986
9	1.1061	0.9363	1.0996
10	1.1061	0.9186	1.1003
11	1.1081	0.9460	1.1013
12	1.1081	0.9502	1.1022
13	1.1081	0.9374	1.1030
14	1.1081	0.9354	1.1036
15	1.1081	0.9481	1.1042
16	1.1081	0.9461	1.1045
17	1.1081	0.9364	1.1047
18	1.1081	0.9425	1.1050
19	1.1081	0.9268	1.1052
20	1.1081	0.9192	1.1055
21	1.1081	0.9117	1.1058
22	1.1081	0.9179	1.1060
23	1.1081	0.9235	1.1062
24	1.1081	0.9328	1.1065
25	1.1081	0.9167	1.1067
26	1.1081	0.9170	1.1067
27	1.1081	0.6130	1.1067
28	1.1081	0.7504	1.1067
29	1.1081	0.8163	1.1068
30	1.1081	0.8666	1.1068
31	1.1081	0.8964	1.1069
32	1.1081	0.8952	1.1070
33	1.1081	0.9105	1.1071
34	1.1081	0.9111	1.1072
35	1.1081	0.9291	1.1072
36	1.1081	0.9223	1.1073
37	1.1081	0.9113	1.1074
38	1.1081	0.9156	1.1075
39	1.1081	0.9207	1.1076
40	1.1081	0.9246	1.1077
41	1.1081	0.9380	1.1078
42	1.1081	0.6106	1.1078
43	1.1081	0.7379	1.1078
44	1.1081	0.8152	1.1079
45	1.1096	0.8998	1.1080
46	1.1096	0.9258	1.1081
47	1.1096	0.9301	1.1081
48	1.1108	0.9119	1.1081
49	1.1108	0.9307	1.1081
50	1.1108	0.9199	1.1081
51	1.1108	0.9264	1.1081
52	1.1108	0.9302	1.1081
53	1.1108	0.9159	1.1081
54	1.1108	0.9238	1.1081
55	1.1108	0.9228	1.1081
56	1.1108	0.9048	1.1081
57	1.1108	0.8854	1.1081
58	1.1108	0.9186	1.1081
59	1.1108	0.9002	1.1081
60	1.1108	0.9192	1.1081
61	1.1108	0.9276	1.1081
62	1.1124	0.9181	1.1082
63	1.1124	0.9421	1.1082
64	1.1124	0.9312	1.1082
65	1.1124	0.9050	1.1082
66	1.1124	0.9235	1.1082
67	1.1124	0.9272	1.1082
68	1.1124	0.9119	1.1082
69	1.1124	0.9113	1.1082
70	1.1124	0.9315	1.1082
71	1.1124	0.9482	1.1082
72	1.1124	0.9251	1.1082
73	1.1124	0.9475	1.1082
74	1.1124	0.9347	1.1082
75	1.1124	0.9243	1.1082
76	1.1124	0.9075	1.1082
77	1.1124	0.9340	1.1082
78	1.1124	0.6109	1.1082
79	1.1124	0.7431	1.1082
80	1.1124	0.8436	1.1082
81	1.1124	0.8788	1.1082
82	1.1124	0.9061	1.1082
83	1.1124	0.9171	1.1082
84	1.1124	0.9314	1.1082
85	1.1124	0.9097	1.1082
86	1.1124	0.9262	1.1083
87	1.1124	0.9050	1.1083
88	1.1124	0.9161	1.1083
89	1.1124	0.8978	1.1083
90	1.1124	0.9154	1.1083
91	1.1124	0.9273	1.1083
92	1.1124	0.9147	1.1083
93	1.1124	0.6109	1.1083
94	1.1124	0.7405	1.1083
95	1.1124	0.8297	1.1083
96	1.1124	0.8705	1.1083
97	1.1124	0.8739	1.1083
98	1.1124	0.9078	1.1083
99	1.1124	0.9223	1.1084
100	1.1124	0.9386	1.1084
101	1.1124	0.9377	1.1085
102	1.1124	0.9342	1.1086
103	1.1124	0.5348	1.0655
104	1.1124	0.6705	1.0776
105	1.1124	0.7881	1.0861
106	1.1124	0.8707	1.0908
107	1.1124	0.9017	1.0943
108	1.1124	0.9247	1.0977
109	1.1124	0.9203	1.0999
110	1.1124	0.9262	1.1016
111	1.1124	0.9278	1.1027
112	1.1124	0.9427	1.1038
113	1.1124	0.9440	1.1048
