gen	Best_Fitness	Mean_Fitness	Mean_Fitness_Elite
0	2.0126	2.0036	2.0065
1	2.0144	2.0044	2.0075
2	2.0202	2.0044	2.0091
3	2.0202	2.0021	2.0112
4	2.0236	1.9909	2.0147
5	2.0476	1.9620	2.0179
6	2.0476	1.9310	2.0220
7	2.0476	1.8443	2.0257
8	2.0589	1.8395	2.0292
9	2.0589	1.7893	2.0322
10	2.0589	1.8420	2.0338
11	2.0589	1.8223	2.0352
12	2.0589	1.8431	2.0372
13	2.0589	1.8303	2.0392
14	2.0589	1.8037	2.0406
15	2.0709	1.8150	2.0427
16	2.0709	1.8054	2.0437
17	2.0709	1.8267	2.0452
18	2.0709	1.8106	2.0466
19	2.0933	1.8426	2.0486
20	2.0933	1.8228	2.0500
21	2.0933	1.8153	2.0510
22	2.0933	1.8174	2.0521
23	2.0933	1.8215	2.0530
24	2.0933	1.8270	2.0540
25	2.0972	1.8229	2.0558
26	2.0972	1.8309	2.0579
27	2.0972	1.8486	2.0595
28	2.1031	1.8214	2.0609
29	2.1031	1.8542	2.0624
30	2.1031	1.8492	2.0647
31	2.1031	1.8468	2.0658
32	2.1031	1.8465	2.0667
33	2.1031	1.8596	2.0687
34	2.1031	1.9058	2.0703
35	2.1031	1.8919	2.0724
36	2.1031	1.8609	2.0745
37	2.1064	1.8814	2.0768
38	2.1064	1.9084	2.0796
39	2.1160	1.9150	2.0823
40	2.1160	1.9275	2.0847
41	2.1160	1.8972	2.0865
42	2.1160	1.9213	2.0886
43	2.1160	1.9376	2.0901
44	2.1160	1.9306	2.0911
45	2.1160	1.9403	2.0923
46	2.1160	1.9346	2.0936
47	2.1160	1.9530	2.0950
48	2.1160	1.9644	2.0971
49	2.1209	1.9483	2.0980
50	2.1209	1.9676	2.1003
51	2.1209	1.9713	2.1020
52	2.1209	1.9669	2.1034
53	2.1209	1.9695	2.1043
54	2.1209	1.9824	2.1060
55	2.1209	1.9702	2.1067
56	2.1209	1.9885	2.1075
57	2.1209	1.9945	2.1084
58	2.1212	1.9974	2.1090
59	2.1286	1.9975	2.1098
60	2.1286	1.9953	2.1106
61	2.1286	2.0006	2.1113
62	2.1286	1.9942	2.1120
63	2.1286	2.0052	2.1125
64	2.1286	2.0062	2.1131
65	2.1286	1.9937	2.1134
66	2.1286	2.0030	2.1140
67	2.1286	2.0117	2.1143
68	2.1286	1.9827	2.1147
69	2.1286	1.9999	2.1150
70	2.1294	2.0007	2.1158
71	2.1310	1.9983	2.1161
72	2.1310	1.9926	2.1162
73	2.1310	1.9870	2.1166
74	2.1329	1.9967	2.1173
75	2.1329	2.0005	2.1178
76	2.1329	1.9767	2.1185
77	2.1338	1.9949	2.1188
78	2.1391	1.9982	2.1192
79	2.1391	1.9870	2.1198
80	2.1391	2.0011	2.1202
81	2.1391	1.9909	2.1208
82	2.1391	1.9854	2.1209
83	2.1391	2.0049	2.1211
84	2.1391	2.0006	2.1214
85	2.1391	2.0025	2.1217
86	2.1391	2.0008	2.1219
87	2.1391	2.0009	2.1221
88	2.1391	1.9952	2.1221
89	2.1391	1.9929	2.1223
90	2.1391	1.9997	2.1226
91	2.1391	2.0020	2.1228
92	2.1391	1.9834	2.1234
93	2.1391	1.9892	2.1240
94	2.1391	2.0127	2.1240
95	2.1391	1.9935	2.1240
96	2.1391	1.9812	2.1241
97	2.1391	1.9529	2.1241
98	2.1391	1.9600	2.1243
99	2.1391	1.9619	2.1245
100	2.1413	1.9765	2.1250
101	2.1413	1.9805	2.1251
102	2.1413	1.9766	2.1253
103	2.1413	1.9759	2.1255
104	2.1413	1.9898	2.1256
105	2.1413	2.0003	2.1259
106	2.1413	2.0019	2.1263
107	2.1413	2.0044	2.1265
108	2.1413	2.0107	2.1267
109	2.1413	2.0060	2.1269
110	2.1413	2.0164	2.1271
111	2.1413	2.0065	2.1273
112	2.1413	1.9950	2.1274
113	2.1413	2.0059	2.1274
114	2.1413	1.9859	2.1276
115	2.1413	2.0077	2.1277
116	2.1413	2.0131	2.1277
117	2.1413	2.0066	2.1278
118	2.1413	1.9914	2.1278
119	2.1413	1.9661	2.1278
120	2.1413	1.9657	2.1278
121	2.1493	1.9463	2.1281
122	2.1493	1.9604	2.1283
123	2.1493	1.9666	2.1283
124	2.1493	1.9777	2.1283
125	2.1493	1.9776	2.1284
126	2.1493	1.9888	2.1284
127	2.1493	2.0102	2.1284
128	2.1493	1.9936	2.1285
129	2.1493	2.0018	2.1285
130	2.1493	1.9833	2.1286
131	2.1493	1.9867	2.1287
132	2.1493	1.9927	2.1290
133	2.1493	1.9933	2.1290
134	2.1493	1.9956	2.1291
135	2.1493	2.0059	2.1292
136	2.1493	1.9967	2.1292
137	2.1493	2.0159	2.1292
138	2.1493	2.0037	2.1293
139	2.1493	1.9735	2.1293
140	2.1493	1.9564	2.1293
141	2.1493	1.9480	2.1296
142	2.1493	1.9479	2.1297
143	2.1493	1.9503	2.1299
