gen	Best_Fitness	Mean_Fitness	Mean_Fitness_Elite
0	2.0231	1.9803	2.0143
1	2.0231	1.9808	2.0158
2	2.0231	1.9657	2.0174
3	2.0283	1.9217	2.0194
4	2.0283	1.8785	2.0211
5	2.0283	1.8975	2.0221
6	2.0290	1.8816	2.0236
7	2.0306	1.8627	2.0248
8	2.0326	1.8790	2.0259
9	2.0326	1.8858	2.0267
10	2.0375	1.8959	2.0281
11	2.0394	1.8935	2.0299
12	2.0410	1.8930	2.0314
13	2.0434	1.9040	2.0330
14	2.0434	1.9209	2.0344
15	2.0434	1.9042	2.0355
16	2.0434	1.9205	2.0360
17	2.0442	1.9043	2.0369
18	2.0450	1.9140	2.0379
19	2.0468	1.9250	2.0387
20	2.0468	1.9135	2.0391
21	2.0481	1.9211	2.0399
22	2.0481	1.8935	2.0405
23	2.0481	1.8983	2.0409
24	2.0481	1.8935	2.0414
25	2.0481	1.9219	2.0418
26	2.0487	1.8859	2.0426
27	2.0487	1.8681	2.0430
28	2.0487	1.8721	2.0435
29	2.0487	1.8816	2.0437
30	2.0487	1.9002	2.0441
31	2.0487	1.8896	2.0445
32	2.0487	1.8975	2.0448
33	2.0487	1.9124	2.0450
34	2.0487	1.9207	2.0452
35	2.0487	1.9111	2.0453
36	2.0487	1.9036	2.0454
37	2.0487	1.9143	2.0455
38	2.0487	1.9202	2.0455
39	2.0487	1.9171	2.0456
40	2.0487	1.9344	2.0456
41	2.0487	1.9429	2.0457
42	2.0487	1.8612	2.0457
43	2.0487	1.9026	2.0457
44	2.0487	1.8744	2.0457
45	2.0487	1.8644	2.0457
46	2.0487	1.8597	2.0458
47	2.0487	1.8951	2.0458
48	2.0487	1.9014	2.0459
49	2.0487	1.9306	2.0459
50	2.0487	1.9113	2.0460
51	2.0487	1.9199	2.0460
52	2.0487	1.9179	2.0460
53	2.0487	1.9138	2.0460
54	2.0487	1.8998	2.0461
55	2.0487	1.8836	2.0461
56	2.0487	1.9201	2.0461
57	2.0487	1.8714	2.0458
58	2.0487	1.8955	2.0461
59	2.0487	1.8660	2.0461
60	2.0487	1.8500	2.0461
61	2.0487	1.8904	2.0461
62	2.0487	1.8857	2.0461
63	2.0487	1.9467	2.0461
64	2.0487	1.8809	2.0461
65	2.0487	1.9010	2.0461
66	2.0487	1.9048	2.0461
67	2.0487	1.8253	2.0148
68	2.0487	1.9264	2.0169
69	2.0487	1.8694	2.0185
70	2.0487	1.8105	2.0199
71	2.0487	1.7615	2.0213
72	2.0487	1.7727	2.0231
73	2.0487	1.7525	2.0244
74	2.0487	1.7443	2.0252
75	2.0487	1.7847	2.0263
76	2.0487	1.7432	2.0275
77	2.0487	1.7961	2.0285
