gen	Best_Fitness	Mean_Fitness	Mean_Fitness_Elite
0	2.0056	2.0025	2.0039
1	2.0060	2.0030	2.0043
2	2.0088	2.0034	2.0049
3	2.0109	2.0039	2.0059
4	2.0239	2.0047	2.0074
5	2.0239	2.0052	2.0092
6	2.0239	2.0066	2.0116
7	2.0262	1.9968	2.0148
8	2.0296	1.9940	2.0184
9	2.0375	1.9402	2.0224
10	2.0380	1.9093	2.0253
11	2.0536	1.8842	2.0285
12	2.0536	1.8530	2.0303
13	2.0536	1.8768	2.0332
14	2.0536	1.8578	2.0352
15	2.0536	1.8585	2.0373
16	2.0536	1.8417	2.0387
17	2.0536	1.8476	2.0401
18	2.0611	1.8227	2.0422
19	2.0611	1.8384	2.0442
20	2.0611	1.8307	2.0460
21	2.0611	1.8291	2.0476
22	2.0611	1.8305	2.0484
23	2.0647	1.8170	2.0501
24	2.0647	1.8413	2.0515
25	2.0733	1.8697	2.0525
26	2.0733	1.8639	2.0539
27	2.0767	1.8585	2.0556
28	2.0856	1.8691	2.0574
29	2.0856	1.8462	2.0581
30	2.0856	1.8802	2.0590
31	2.0856	1.8895	2.0600
32	2.0863	1.8895	2.0615
33	2.0863	1.8657	2.0629
34	2.0863	1.8621	2.0641
35	2.1081	1.8674	2.0662
36	2.1081	1.8618	2.0675
37	2.1081	1.8559	2.0682
38	2.1081	1.8907	2.0690
39	2.1081	1.8865	2.0702
40	2.1081	1.8888	2.0711
41	2.1081	1.8823	2.0717
42	2.1081	1.9052	2.0734
43	2.1081	1.8978	2.0739
44	2.1081	1.9016	2.0751
45	2.1081	1.8846	2.0758
46	2.1081	1.8945	2.0767
47	2.1081	1.8964	2.0783
48	2.1081	1.9006	2.0796
49	2.1115	1.8762	2.0810
50	2.1115	1.8509	2.0814
51	2.1115	1.8447	2.0822
52	2.1115	1.8989	2.0832
53	2.1115	1.8953	2.0841
54	2.1115	1.8941	2.0845
55	2.1115	1.8897	2.0851
56	2.1115	1.8890	2.0861
57	2.1115	1.8892	2.0872
58	2.1141	1.8725	2.0882
59	2.1141	1.8728	2.0889
60	2.1141	1.9040	2.0900
61	2.1141	1.9183	2.0907
62	2.1141	1.9241	2.0911
63	2.1141	1.9060	2.0921
64	2.1173	1.9134	2.0933
