gen	Best_Fitness	Mean_Fitness	Mean_Fitness_Elite
0	2.0194	1.9991	2.0114
1	2.0263	1.9985	2.0139
2	2.0369	1.9690	2.0175
3	2.0369	1.9278	2.0210
4	2.0394	1.8657	2.0254
5	2.0449	1.8552	2.0282
6	2.0582	1.8401	2.0319
7	2.0582	1.8400	2.0358
8	2.0582	1.8202	2.0385
9	2.0582	1.8463	2.0403
10	2.0582	1.8735	2.0423
11	2.0582	1.8537	2.0437
12	2.0582	1.8936	2.0450
13	2.0582	1.8603	2.0461
14	2.0662	1.8782	2.0484
15	2.0662	1.8816	2.0502
16	2.0662	1.8971	2.0520
17	2.0676	1.8769	2.0532
18	2.0688	1.8900	2.0549
19	2.0727	1.8959	2.0569
20	2.0749	1.8894	2.0585
21	2.0749	1.8898	2.0596
22	2.0749	1.8836	2.0604
23	2.0749	1.8976	2.0617
24	2.0794	1.9122	2.0629
25	2.0794	1.9232	2.0638
26	2.0794	1.9159	2.0650
27	2.0821	1.9085	2.0667
28	2.0821	1.9028	2.0678
29	2.0903	1.9291	2.0696
30	2.1175	1.9217	2.0716
31	2.1175	1.9394	2.0731
32	2.1175	1.9407	2.0746
33	2.1175	1.9288	2.0763
34	2.1175	1.9227	2.0781
35	2.1175	1.9320	2.0794
36	2.1175	1.9153	2.0805
37	2.1175	1.9067	2.0817
38	2.1175	1.9178	2.0828
39	2.1175	1.9242	2.0838
40	2.1175	1.9103	2.0850
41	2.1175	1.9374	2.0857
42	2.1175	1.9261	2.0863
43	2.1175	1.8969	2.0873
44	2.1175	1.9138	2.0884
45	2.1175	1.9402	2.0889
46	2.1175	1.9788	2.0889
47	2.1175	1.9426	2.0890
48	2.1175	1.9149	2.0895
49	2.1175	1.9151	2.0900
50	2.1175	1.9340	2.0904
51	2.1175	1.9286	2.0906
52	2.1175	1.9319	2.0908
53	2.1175	1.9501	2.0912
54	2.1175	1.9503	2.0914
55	2.1175	1.9475	2.0914
56	2.1175	1.9645	2.0917
57	2.1175	1.9581	2.0918
58	2.1175	1.9628	2.0920
59	2.1175	1.9622	2.0922
60	2.1175	1.9761	2.0923
61	2.1191	1.9612	2.0915
62	2.1191	1.9749	2.0921
63	2.1191	1.9233	2.0924
64	2.1191	1.9269	2.0925
65	2.1191	1.9290	2.0930
66	2.1191	1.9542	2.0932
67	2.1191	1.9679	2.0933
68	2.1191	1.9594	2.0936
69	2.1191	1.9829	2.0939
70	2.1191	1.9816	2.0939
71	2.1191	1.9665	2.0941
72	2.1191	1.9837	2.0943
73	2.1191	1.9616	2.0944
74	2.1191	1.9632	2.0944
75	2.1191	1.9408	2.0946
76	2.1191	1.9663	2.0946
77	2.1191	1.9750	2.0946
78	2.1191	1.9656	2.0946
79	2.1191	1.9256	2.0947
80	2.1191	1.9224	2.0948
81	2.1191	1.9211	2.0948
82	2.1191	1.9298	2.0949
83	2.1191	1.9683	2.0951
84	2.1191	1.9589	2.0953
85	2.1191	1.9602	2.0954
86	2.1191	1.9487	2.0954
87	2.1191	1.9567	2.0956
88	2.1191	1.9527	2.0956
89	2.1191	1.9578	2.0959
90	2.1191	1.9650	2.0959
91	2.1191	1.9897	2.0961
92	2.1191	1.9770	2.0953
93	2.1191	1.9664	2.0959
94	2.1191	1.9157	2.0960
95	2.1191	1.9215	2.0960
96	2.1191	1.9135	2.0960
97	2.1191	1.9303	2.0963
98	2.1191	1.9558	2.0964
99	2.1191	1.9543	2.0966
100	2.1191	1.9625	2.0973
101	2.1191	1.9604	2.0976
102	2.1191	1.9534	2.0109
103	2.1191	1.9791	2.0144
104	2.1191	1.9291	2.0169
105	2.1191	1.8197	2.0193
106	2.1191	1.8038	2.0214
107	2.1191	1.7655	2.0236
108	2.1191	1.7916	2.0255
109	2.1191	1.7869	2.0273
110	2.1191	1.7755	2.0289
111	2.1191	1.7843	2.0308
112	2.1191	1.7973	2.0348
