gen	Best_Fitness	Mean_Fitness	Mean_Fitness_Elite
0	2.0120	1.9442	2.0102
1	2.0134	1.9387	2.0107
2	2.0134	1.9182	2.0111
3	2.0137	1.9191	2.0117
4	2.0137	1.8870	2.0122
5	2.0138	1.8901	2.0125
6	2.0141	1.8717	2.0128
7	2.0141	1.8334	2.0130
8	2.0141	1.8266	2.0132
9	2.0142	1.8449	2.0134
10	2.0143	1.8294	2.0135
11	2.0144	1.8411	2.0137
12	2.0144	1.8023	2.0138
13	2.0146	1.8151	2.0138
14	2.0146	1.8076	2.0139
15	2.0146	1.8086	2.0140
16	2.0146	1.7964	2.0141
17	2.0148	1.8048	2.0142
18	2.0148	1.7780	2.0142
19	2.0148	1.8091	2.0143
20	2.0148	1.7884	2.0144
21	2.0148	1.7916	2.0144
22	2.0148	1.7957	2.0145
23	2.0148	1.7750	2.0145
24	2.0148	1.8170	2.0145
25	2.0149	1.7782	2.0146
26	2.0149	1.7937	2.0146
27	2.0149	1.8134	2.0146
28	2.0150	1.7812	2.0147
29	2.0150	1.7844	2.0147
30	2.0150	1.8013	2.0147
31	2.0150	1.7882	2.0148
32	2.0151	1.8030	2.0148
33	2.0151	1.7871	2.0148
34	2.0151	1.8141	2.0148
35	2.0151	1.7952	2.0149
36	2.0151	1.7967	2.0149
37	2.0151	1.7892	2.0149
38	2.0151	1.8590	2.0149
39	2.0151	1.8306	2.0150
40	2.0151	1.8432	2.0150
41	2.0151	1.8594	2.0150
42	2.0151	1.8483	2.0150
43	2.0152	1.8306	2.0150
44	2.0152	1.8115	2.0150
45	2.0152	1.8233	2.0151
46	2.0152	1.8383	2.0151
47	2.0152	1.8303	2.0151
48	2.0152	1.8235	2.0151
49	2.0152	1.8162	2.0151
50	2.0152	1.8671	2.0152
51	2.0152	1.8583	2.0152
52	2.0152	1.8569	2.0152
53	2.0152	1.8551	2.0152
54	2.0152	1.8486	2.0152
55	2.0152	1.8246	2.0152
56	2.0152	1.8157	2.0152
57	2.0152	1.8407	2.0152
58	2.0152	1.8212	2.0152
59	2.0152	1.6540	2.0152
60	2.0152	1.8045	2.0152
61	2.0152	1.8446	2.0152
62	2.0152	1.8471	2.0152
63	2.0152	1.8306	2.0152
64	2.0152	1.8223	2.0152
65	2.0152	1.8056	2.0152
66	2.0152	1.8213	2.0152
67	2.0152	1.8330	2.0152
68	2.0152	1.8387	2.0152
69	2.0152	1.8430	2.0152
70	2.0152	1.8328	2.0152
71	2.0152	1.8509	2.0152
72	2.0152	1.8400	2.0152
73	2.0152	1.8114	2.0152
74	2.0152	1.6743	2.0152
75	2.0152	1.8035	2.0152
76	2.0152	1.8239	2.0152
77	2.0152	1.8360	2.0152
78	2.0152	1.8131	2.0152
79	2.0152	1.8273	2.0152
80	2.0152	1.8077	2.0152
81	2.0152	1.8163	2.0152
82	2.0152	1.8041	2.0152
83	2.0152	1.8136	2.0152
84	2.0152	1.6062	2.0102
85	2.0152	1.8215	2.0109
86	2.0152	1.8557	2.0115
87	2.0152	1.7908	2.0118
88	2.0152	1.8011	2.0121
89	2.0152	1.7655	2.0124
90	2.0152	1.7995	2.0127
91	2.0152	1.8085	2.0129
92	2.0152	1.7619	2.0132
93	2.0152	1.8072	2.0134
94	2.0152	1.7856	2.0137
