gen	Best_Fitness	Mean_Fitness	Mean_Fitness_Elite
0	2.0096	1.9207	2.0081
1	2.0096	1.9470	2.0085
2	2.0111	1.9034	2.0089
3	2.0117	1.8870	2.0093
4	2.0117	1.8642	2.0097
5	2.0117	1.8184	2.0101
6	2.0119	1.8013	2.0104
7	2.0123	1.7857	2.0107
8	2.0123	1.7642	2.0109
9	2.0123	1.7423	2.0111
10	2.0123	1.7714	2.0113
11	2.0123	1.7639	2.0114
12	2.0123	1.7555	2.0116
13	2.0125	1.7773	2.0117
14	2.0125	1.7149	2.0118
15	2.0127	1.7332	2.0119
16	2.0127	1.7477	2.0120
17	2.0127	1.7353	2.0121
18	2.0127	1.7639	2.0122
19	2.0127	1.7646	2.0122
20	2.0128	1.7921	2.0123
21	2.0128	1.7970	2.0124
22	2.0128	1.7875	2.0125
23	2.0131	1.7577	2.0126
24	2.0131	1.7917	2.0126
25	2.0131	1.8070	2.0127
26	2.0131	1.8043	2.0128
27	2.0131	1.8164	2.0128
28	2.0134	1.8156	2.0129
29	2.0134	1.8310	2.0129
30	2.0134	1.8582	2.0130
31	2.0134	1.8147	2.0130
32	2.0135	1.8379	2.0131
33	2.0135	1.8155	2.0132
34	2.0136	1.8169	2.0133
35	2.0137	1.8085	2.0133
36	2.0139	1.7998	2.0134
37	2.0139	1.8235	2.0135
38	2.0139	1.8337	2.0135
39	2.0139	1.8092	2.0136
40	2.0140	1.8250	2.0137
41	2.0140	1.8288	2.0138
42	2.0141	1.8393	2.0138
43	2.0141	1.8243	2.0139
44	2.0141	1.7994	2.0139
45	2.0142	1.8060	2.0140
46	2.0142	1.7962	2.0140
47	2.0142	1.8162	2.0141
48	2.0142	1.7923	2.0141
49	2.0142	1.8023	2.0141
50	2.0142	1.8059	2.0142
51	2.0142	1.8302	2.0142
52	2.0142	1.7901	2.0142
53	2.0142	1.7835	2.0142
54	2.0142	1.8061	2.0142
55	2.0142	1.7714	2.0142
56	2.0142	1.7684	2.0142
57	2.0142	1.7958	2.0142
58	2.0142	1.7638	2.0142
59	2.0142	1.7585	2.0142
60	2.0142	1.7861	2.0142
61	2.0142	1.5107	2.0142
62	2.0142	1.7293	2.0142
63	2.0142	1.8219	2.0142
64	2.0142	1.7943	2.0142
65	2.0142	1.7649	2.0142
66	2.0142	1.7954	2.0142
67	2.0142	1.7610	2.0142
68	2.0142	1.8225	2.0142
69	2.0142	1.8021	2.0142
70	2.0142	1.7899	2.0142
71	2.0142	1.7459	2.0142
72	2.0142	1.7954	2.0142
73	2.0142	1.7676	2.0142
74	2.0142	1.7557	2.0142
75	2.0142	1.7441	2.0142
76	2.0142	1.4793	2.0142
77	2.0142	1.7371	2.0142
78	2.0142	1.7482	2.0142
79	2.0142	1.7486	2.0142
80	2.0142	1.7791	2.0142
81	2.0142	1.7513	2.0142
82	2.0142	1.8024	2.0142
83	2.0142	1.7773	2.0142
84	2.0142	1.7883	2.0142
85	2.0142	1.7361	2.0142
86	2.0142	1.3851	2.0081
87	2.0142	1.6911	2.0088
88	2.0142	1.7855	2.0093
89	2.0142	1.7795	2.0099
90	2.0142	1.7466	2.0103
91	2.0142	1.7287	2.0108
92	2.0142	1.7653	2.0112
93	2.0142	1.7230	2.0116
94	2.0142	1.7511	2.0119
95	2.0142	1.7381	2.0122
96	2.0142	1.7722	2.0124
