gen	Best_Fitness	Mean_Fitness	Mean_Fitness_Elite
0	2.0097	1.9994	2.0064
1	2.0097	1.9877	2.0070
2	2.0097	1.9628	2.0077
3	2.0100	1.9245	2.0083
4	2.0102	1.8783	2.0088
5	2.0115	1.8338	2.0093
6	2.0115	1.8065	2.0096
7	2.0116	1.7873	2.0099
8	2.0116	1.7734	2.0101
9	2.0119	1.7804	2.0104
10	2.0119	1.7911	2.0106
11	2.0119	1.7636	2.0109
12	2.0126	1.7416	2.0110
13	2.0128	1.7353	2.0113
14	2.0128	1.7419	2.0114
15	2.0134	1.7588	2.0116
16	2.0134	1.7811	2.0118
17	2.0134	1.7746	2.0120
18	2.0139	1.7493	2.0121
19	2.0144	1.7714	2.0123
20	2.0144	1.7784	2.0126
21	2.0144	1.7665	2.0127
22	2.0144	1.7794	2.0129
23	2.0144	1.7415	2.0131
24	2.0144	1.7407	2.0133
25	2.0151	1.7288	2.0135
26	2.0151	1.7785	2.0136
27	2.0152	1.7908	2.0138
28	2.0152	1.7637	2.0141
29	2.0154	1.7485	2.0143
30	2.0154	1.7937	2.0145
31	2.0156	1.8133	2.0147
32	2.0157	1.8046	2.0148
33	2.0161	1.8523	2.0151
34	2.0168	1.8628	2.0154
35	2.0172	1.8710	2.0157
36	2.0172	1.8569	2.0161
37	2.0172	1.8628	2.0163
38	2.0173	1.9110	2.0164
39	2.0173	1.8975	2.0166
40	2.0173	1.9142	2.0167
41	2.0173	1.9208	2.0168
42	2.0174	1.9053	2.0169
43	2.0174	1.9185	2.0170
44	2.0176	1.8880	2.0171
45	2.0176	1.8936	2.0172
46	2.0176	1.9356	2.0172
47	2.0176	1.8937	2.0173
48	2.0176	1.8945	2.0174
49	2.0177	1.9274	2.0174
50	2.0177	1.9199	2.0175
51	2.0179	1.9170	2.0175
52	2.0179	1.9227	2.0176
53	2.0179	1.9025	2.0176
54	2.0179	1.9117	2.0177
55	2.0181	1.9121	2.0177
56	2.0181	1.8987	2.0178
57	2.0182	1.9085	2.0178
58	2.0182	1.9261	2.0179
59	2.0183	1.9074	2.0180
60	2.0183	1.9255	2.0180
61	2.0184	1.9120	2.0181
62	2.0184	1.9226	2.0182
63	2.0185	1.9080	2.0182
64	2.0185	1.9538	2.0182
65	2.0185	1.9279	2.0183
66	2.0185	1.9227	2.0183
67	2.0185	1.9133	2.0183
68	2.0185	1.9181	2.0183
69	2.0185	1.9174	2.0184
70	2.0185	1.9205	2.0184
71	2.0185	1.9163	2.0184
72	2.0185	1.9150	2.0184
73	2.0185	1.9193	2.0184
74	2.0185	1.8961	2.0184
75	2.0185	1.9160	2.0184
76	2.0185	1.9111	2.0184
77	2.0185	1.9096	2.0184
78	2.0185	1.9082	2.0185
79	2.0185	1.9200	2.0185
80	2.0185	1.9110	2.0185
81	2.0185	1.8916	2.0185
82	2.0185	1.8902	2.0185
83	2.0185	1.8493	2.0185
84	2.0185	1.8553	2.0185
85	2.0185	1.8734	2.0185
86	2.0185	1.8759	2.0185
87	2.0185	1.9074	2.0185
88	2.0185	1.8894	2.0185
89	2.0185	1.8776	2.0185
90	2.0185	1.8716	2.0185
91	2.0185	1.8923	2.0185
92	2.0185	1.8947	2.0185
93	2.0185	1.8995	2.0185
94	2.0185	1.8976	2.0185
95	2.0185	1.8914	2.0185
96	2.0185	1.9011	2.0185
97	2.0185	1.9068	2.0185
98	2.0185	1.8922	2.0185
99	2.0185	1.8562	2.0185
100	2.0185	1.8671	2.0185
101	2.0185	1.8770	2.0185
102	2.0185	1.8682	2.0185
103	2.0185	1.8724	2.0185
104	2.0185	1.8999	2.0185
105	2.0185	1.8847	2.0185
106	2.0185	1.8989	2.0062
107	2.0185	1.9503	2.0069
108	2.0185	1.8863	2.0075
109	2.0185	1.8236	2.0081
110	2.0185	1.7707	2.0085
111	2.0185	1.7400	2.0091
112	2.0185	1.7036	2.0096
113	2.0185	1.6826	2.0100
114	2.0185	1.6778	2.0105
115	2.0185	1.7221	2.0111
116	2.0185	1.6953	2.0116
