gen	Best_Fitness	Mean_Fitness	Mean_Fitness_Elite
0	2.0143	2.0009	2.0086
1	2.0156	1.9948	2.0097
2	2.0193	1.9755	2.0115
3	2.0193	1.9516	2.0128
4	2.0219	1.9108	2.0140
5	2.0219	1.8688	2.0154
6	2.0224	1.8219	2.0164
7	2.0236	1.8364	2.0177
8	2.0298	1.8224	2.0191
9	2.0299	1.8535	2.0204
10	2.0307	1.7904	2.0216
11	2.0325	1.8049	2.0230
12	2.0372	1.8160	2.0247
13	2.0379	1.8120	2.0262
14	2.0389	1.8103	2.0276
15	2.0389	1.8239	2.0287
16	2.0407	1.8489	2.0303
17	2.0407	1.8638	2.0314
18	2.0410	1.8077	2.0323
19	2.0423	1.8257	2.0331
20	2.0515	1.8495	2.0341
21	2.0515	1.8679	2.0350
22	2.0515	1.8582	2.0365
23	2.0515	1.8597	2.0374
24	2.0515	1.8716	2.0389
25	2.0515	1.8514	2.0398
26	2.0515	1.8865	2.0406
27	2.0515	1.8811	2.0412
28	2.0577	1.8769	2.0426
29	2.0577	1.8813	2.0443
30	2.0608	1.8720	2.0456
31	2.0654	1.8837	2.0474
32	2.0654	1.8812	2.0486
33	2.0659	1.8544	2.0505
34	2.0659	1.8859	2.0522
35	2.0659	1.8882	2.0543
36	2.0678	1.9020	2.0556
37	2.0697	1.8745	2.0571
38	2.0710	1.9111	2.0582
39	2.0722	1.9080	2.0592
40	2.0732	1.9425	2.0603
41	2.0732	1.9387	2.0614
42	2.0732	1.9358	2.0625
43	2.0732	1.9397	2.0633
44	2.0740	1.9510	2.0640
45	2.0740	1.9704	2.0651
46	2.0740	1.9519	2.0661
47	2.0740	1.9610	2.0664
48	2.0740	1.9605	2.0668
49	2.0740	1.9734	2.0672
50	2.0740	1.9793	2.0680
51	2.0763	1.9581	2.0687
52	2.0772	1.9565	2.0695
53	2.0772	1.9659	2.0703
54	2.0772	1.9688	2.0712
55	2.0772	1.9798	2.0720
56	2.0783	1.9669	2.0726
57	2.0783	1.9772	2.0732
58	2.0783	1.9932	2.0736
59	2.0806	1.9738	2.0740
60	2.0806	1.9710	2.0745
61	2.0806	1.9838	2.0747
62	2.0806	1.9770	2.0749
63	2.0806	1.9646	2.0754
64	2.0806	1.9821	2.0758
65	2.0806	1.9828	2.0762
66	2.0806	1.9809	2.0765
